ExternalID,CategoryName,CategoryLevel,ParentCategoryExternalID,Non Taxable Flag,,
601 22 008 Scents/Air Freshene,601 22 008 Scents/Air Freshene,3,601 22 Novelty,n,,
601 22 010 Key Chains,601 22 010 Key Chains,3,601 22 Novelty,n,,
601 22 018 Future Use,601 22 018 Future Use,3,601 22 Novelty,n,,
601 22 100 Souvenirs,601 22 100 Souvenirs,3,601 22 Novelty,n,,
601 22 104 Figurines/Knickknac,601 22 104 Figurines/Knickknac,3,601 22 Novelty,n,,
601 22 110 Sports,601 22 110 Sports,3,601 22 Novelty,n,,
601 22 111 Medallions,601 22 111 Medallions,3,601 22 Novelty,n,,
601 22 113 Future Use,601 22 113 Future Use,3,601 22 Novelty,n,,
601 22 160 Automotive,601 22 160 Automotive,3,601 22 Novelty,n,,
601 22 170 Cigarette Accessori,601 22 170 Cigarette Accessori,3,601 22 Novelty,n,,
601 22 180 Stationary,601 22 180 Stationary,3,601 22 Novelty,n,,
601 22 300 Audio/VisualI/A,601 22 300 Audio/VisualI/A,3,601 22 Novelty,n,,
601 22 400 Jewelry/Watches&Fas,601 22 400 Jewelry/Watches&Fas,3,601 22 Novelty,n,,
601 22 401 Future Use,601 22 401 Future Use,3,601 22 Novelty,n,,
601 22 600 Electronics,601 22 600 Electronics,3,601 22 Novelty,n,,
601 22 900 Shippers,601 22 900 Shippers,3,601 22 Novelty,n,,
601 22 910 GC Novelty,601 22 910 GC Novelty,3,601 22 Novelty,n,,
601 22B 000 Postage Stamps,601 22B 000 Postage Stamps,3,601 22B Postage Stamps,n,,
601 22C 000 Phone In Box,601 22C 000 Phone In Box,3,601 22C Phone/Accessories,n,,
601 22C 01 AT&T,601 22C 01 AT&T,3,601 22C Phone/Accessories,n,,
601 22C 100 Phone Accessories,601 22C 100 Phone Accessories,3,601 22C Phone/Accessories,n,,
601 22C 910 GC Phone/Accessori,601 22C 910 GC Phone/Accessori,3,601 22C Phone/Accessories,n,,
601 23 000 Household~ Paper~ C,601 23 000 Household~ Paper~ C,3,601 23 Household~Paper~Chemcl,n,,
601 23 005 Baby Items,601 23 005 Baby Items,3,601 23 Household~Paper~Chemcl,n,,
601 23 101 Sponges/Pads,601 23 101 Sponges/Pads,3,601 23 Household~Paper~Chemcl,n,,
601 23 120 Dishwashing,601 23 120 Dishwashing,3,601 23 Household~Paper~Chemcl,n,,
601 23 131 Dry Laundry,601 23 131 Dry Laundry,3,601 23 Household~Paper~Chemcl,n,,
601 23 132 Liquid Laundry,601 23 132 Liquid Laundry,3,601 23 Household~Paper~Chemcl,n,,
601 23 133 Spray,601 23 133 Spray,3,601 23 Household~Paper~Chemcl,n,,
601 23 134 Softener,601 23 134 Softener,3,601 23 Household~Paper~Chemcl,n,,
601 23 135 Bleach,601 23 135 Bleach,3,601 23 Household~Paper~Chemcl,n,,
601 23 140 Floor Cleaning,601 23 140 Floor Cleaning,3,601 23 Household~Paper~Chemcl,n,,
601 23 160 Window Cleaning,601 23 160 Window Cleaning,3,601 23 Household~Paper~Chemcl,n,,
601 23 170 Drain Cleaning,601 23 170 Drain Cleaning,3,601 23 Household~Paper~Chemcl,n,,
601 23 180 General Cleaners,601 23 180 General Cleaners,3,601 23 Household~Paper~Chemcl,n,,
601 23 190 Deoderizers,601 23 190 Deoderizers,3,601 23 Household~Paper~Chemcl,n,,
601 23 201 Polish,601 23 201 Polish,3,601 23 Household~Paper~Chemcl,n,,
601 23 310 Cutlery,601 23 310 Cutlery,3,601 23 Household~Paper~Chemcl,n,,
601 23 320 Plates,601 23 320 Plates,3,601 23 Household~Paper~Chemcl,n,,
601 23 330 Toothpicks,601 23 330 Toothpicks,3,601 23 Household~Paper~Chemcl,n,,
601 23 340 Foil/Wrap,601 23 340 Foil/Wrap,3,601 23 Household~Paper~Chemcl,n,,
601 23 350 Sandwich Bags,601 23 350 Sandwich Bags,3,601 23 Household~Paper~Chemcl,n,,
601 23 370 Straws,601 23 370 Straws,3,601 23 Household~Paper~Chemcl,n,,
601 23 410 Facial Tissue,601 23 410 Facial Tissue,3,601 23 Household~Paper~Chemcl,n,,
601 23 420 Toilet Tissue,601 23 420 Toilet Tissue,3,601 23 Household~Paper~Chemcl,n,,
601 23 430 Napkins,601 23 430 Napkins,3,601 23 Household~Paper~Chemcl,n,,
601 23 440 Paper Towels,601 23 440 Paper Towels,3,601 23 Household~Paper~Chemcl,n,,
601 23 475 Household Hardware,601 23 475 Household Hardware,3,601 23 Household~Paper~Chemcl,n,,
601 23 510 Tape,601 23 510 Tape,3,601 23 Household~Paper~Chemcl,n,,
601 23 520 Light Bulbs,601 23 520 Light Bulbs,3,601 23 Household~Paper~Chemcl,n,,
601 23 521 Candles,601 23 521 Candles,3,601 23 Household~Paper~Chemcl,n,,
601 23 530 Matches,601 23 530 Matches,3,601 23 Household~Paper~Chemcl,n,,
601 23 540 Trash/Lawn Bags,601 23 540 Trash/Lawn Bags,3,601 23 Household~Paper~Chemcl,n,,
601 23 560 Locks,601 23 560 Locks,3,601 23 Household~Paper~Chemcl,n,,
601 23 600 Soap,601 23 600 Soap,3,601 23 Household~Paper~Chemcl,n,,
601 23 700 Sewing Accessories,601 23 700 Sewing Accessories,3,601 23 Household~Paper~Chemcl,n,,
601 23 850 Dollar Store,601 23 850 Dollar Store,3,601 23 Household~Paper~Chemcl,n,,
601 23 900 Shippers,601 23 900 Shippers,3,601 23 Household~Paper~Chemcl,n,,
601 23 910 GC Household~Paper~,601 23 910 GC Household~Paper~,3,601 23 Household~Paper~Chemcl,n,,
601 24 000 Film/Batteries,601 24 000 Film/Batteries,3,601 24 Film/Batteries,n,,
601 24 100 Flashlights,601 24 100 Flashlights,3,601 24 Film/Batteries,n,,
601 24 200 Film,601 24 200 Film,3,601 24 Film/Batteries,n,,
601 24 201 Kodak,601 24 201 Kodak,3,601 24 Film/Batteries,n,,
601 24 203 Konica,601 24 203 Konica,3,601 24 Film/Batteries,n,,
601 24 300 Cameras,601 24 300 Cameras,3,601 24 Film/Batteries,n,,
601 24 302 Konica,601 24 302 Konica,3,601 24 Film/Batteries,n,,
601 24 410 Duracell,601 24 410 Duracell,3,601 24 Film/Batteries,n,,
601 24 420 Eveready Energizer,601 24 420 Eveready Energizer,3,601 24 Film/Batteries,n,,
601 24 450 Rayovac,601 24 450 Rayovac,3,601 24 Film/Batteries,n,,
601 24 900 Shippers,601 24 900 Shippers,3,601 24 Film/Batteries,n,,
601 24 910 GC Film/Batteries,601 24 910 GC Film/Batteries,3,601 24 Film/Batteries,n,,
601 25 000 RM Maps,601 25 000 RM Maps,3,601 25 Maps,n,,
601 25 001 RM Easy Finder,601 25 001 RM Easy Finder,3,601 25 Maps,n,,
601 25 002 RM Folded Map,601 25 002 RM Folded Map,3,601 25 Maps,n,,
601 25 003 RM Atlases,601 25 003 RM Atlases,3,601 25 Maps,n,,
601 25 004 RM Street Guides,601 25 004 RM Street Guides,3,601 25 Maps,n,,
601 25 005 RM Amusement,601 25 005 RM Amusement,3,601 25 Maps,n,,
601 25 008 National Maps,601 25 008 National Maps,3,601 25 Maps,n,,
601 25 009 Sports Maps,601 25 009 Sports Maps,3,601 25 Maps,n,,
601 25 011 Greatlake Maps,601 25 011 Greatlake Maps,3,601 25 Maps,n,,
601 25 013 Universal Maps,601 25 013 Universal Maps,3,601 25 Maps,n,,
601 25 910 GC Maps,601 25 910 GC Maps,3,601 25 Maps,n,,
601 26 110 Pencils,601 26 110 Pencils,3,601 26 School Supplies,n,,
601 26 120 Pens,601 26 120 Pens,3,601 26 School Supplies,n,,
601 26 130 Markers,601 26 130 Markers,3,601 26 School Supplies,n,,
601 26 140 CrayonsI/A,601 26 140 CrayonsI/A,3,601 26 School Supplies,n,,
601 26 150 Correction Aids,601 26 150 Correction Aids,3,601 26 School Supplies,n,,
601 26 200 Organizational Supp,601 26 200 Organizational Supp,3,601 26 School Supplies,n,,
601 26 210 Planners/Organizers,601 26 210 Planners/Organizers,3,601 26 School Supplies,n,,
601 26 220 Notebooks,601 26 220 Notebooks,3,601 26 School Supplies,n,,
601 26 230 Fasteners,601 26 230 Fasteners,3,601 26 School Supplies,n,,
601 26 240 Rulers,601 26 240 Rulers,3,601 26 School Supplies,n,,
601 26 310 Tape,601 26 310 Tape,3,601 26 School Supplies,n,,
601 26 320 Scissors,601 26 320 Scissors,3,601 26 School Supplies,n,,
601 26 330 Glue,601 26 330 Glue,3,601 26 School Supplies,n,,
601 26 410 Filler PaperI/A,601 26 410 Filler PaperI/A,3,601 26 School Supplies,n,,
601 26 430 Index CardsI/A,601 26 430 Index CardsI/A,3,601 26 School Supplies,n,,
601 26 440 Writing Tablets,601 26 440 Writing Tablets,3,601 26 School Supplies,n,,
601 26 450 Envelopes,601 26 450 Envelopes,3,601 26 School Supplies,n,,
601 26 460 Postal Supplies,601 26 460 Postal Supplies,3,601 26 School Supplies,n,,
601 26 475 Calculators,601 26 475 Calculators,3,601 26 School Supplies,n,,
601 26 900 Shipper,601 26 900 Shipper,3,601 26 School Supplies,n,,
601 26 910 GC School Supplies,601 26 910 GC School Supplies,3,601 26 School Supplies,n,,
601 27 000 Seasonal,601 27 000 Seasonal,3,601 27 Seasonal Items,n,,
601 27 100 Summer General Item,601 27 100 Summer General Item,3,601 27 Seasonal Items,n,,
601 27 101 Ice Chests/Coolers,601 27 101 Ice Chests/Coolers,3,601 27 Seasonal Items,n,,
601 27 102 Suntan Lotions,601 27 102 Suntan Lotions,3,601 27 Seasonal Items,n,,
601 27 103 Charcoal/Fluid,601 27 103 Charcoal/Fluid,3,601 27 Seasonal Items,n,,
601 27 110 Birdseed/Supplies,601 27 110 Birdseed/Supplies,3,601 27 Seasonal Items,n,,
601 27 400 Winter General Item,601 27 400 Winter General Item,3,601 27 Seasonal Items,n,,
601 27 401 Snow/Ice Melt,601 27 401 Snow/Ice Melt,3,601 27 Seasonal Items,n,,
601 27 900 Shippers,601 27 900 Shippers,3,601 27 Seasonal Items,n,,
601 27 910 GC Seasonal Items,601 27 910 GC Seasonal Items,3,601 27 Seasonal Items,n,,
601 28 001 News Other,601 28 001 News Other,3,601 28 Newspapers,n,,
601 28 002 News National,601 28 002 News National,3,601 28 Newspapers,n,,
601 28 003 News Local Daily,601 28 003 News Local Daily,3,601 28 Newspapers,n,,
601 28 004 News Local Sunday,601 28 004 News Local Sunday,3,601 28 Newspapers,n,,
601 28 005 News Local Weekly,601 28 005 News Local Weekly,3,601 28 Newspapers,n,,
601 28 01 Happenings Book,601 28 01 Happenings Book,3,601 28 Newspapers,n,,
601 28 910 GC Newspapers,601 28 910 GC Newspapers,3,601 28 Newspapers,n,,
601 28A 01 Almanac,601 28A 01 Almanac,3,601 28A Periodicals,n,,
601 28A 02 Books,601 28A 02 Books,3,601 28A Periodicals,n,,
601 28A 05 Magazines,601 28A 05 Magazines,3,601 28A Periodicals,n,,
601 28A 05A Crosswords/Puzzles,601 28A 05A Crosswords/Puzzles,3,601 28A Periodicals,n,,
601 28A 05B Comics,601 28A 05B Comics,3,601 28A Periodicals,n,,
601 28A 06 Tabloid Magazines,601 28A 06 Tabloid Magazines,3,601 28A Periodicals,n,,
601 28A 07 Study Charts,601 28A 07 Study Charts,3,601 28A Periodicals,n,,
601 28A 10 Trader Magazines,601 28A 10 Trader Magazines,3,601 28A Periodicals,n,,
601 28A 11 Calendars,601 28A 11 Calendars,3,601 28A Periodicals,n,,
601 28A 910 GC Periodicals,601 28A 910 GC Periodicals,3,601 28A Periodicals,n,,
601 30 001 Dog Food,601 30 001 Dog Food,3,601 30 Pet Goods,n,,
601 30 002 Cat Food,601 30 002 Cat Food,3,601 30 Pet Goods,n,,
601 30 003 Litter,601 30 003 Litter,3,601 30 Pet Goods,n,,
601 30 004 Pet Supplies,601 30 004 Pet Supplies,3,601 30 Pet Goods,n,,
601 30 910 GC Pet Goods,601 30 910 GC Pet Goods,3,601 30 Pet Goods,n,,
601 31 000 Outside Items,601 31 000 Outside Items,3,601 31 Outside Items,n,,
601 31 100 Propane Exchange,601 31 100 Propane Exchange,3,601 31 Outside Items,n,,
601 31 102 Propane Purchase,601 31 102 Propane Purchase,3,601 31 Outside Items,n,,
601 31 106 Bulk Propane,601 31 106 Bulk Propane,3,601 31 Outside Items,n,,
601 31 200 Firewood,601 31 200 Firewood,3,601 31 Outside Items,n,,
601 31 300 Salt,601 31 300 Salt,3,601 31 Outside Items,n,,
601 31 400 Mulch,601 31 400 Mulch,3,601 31 Outside Items,n,,
601 31 600 Potting Soil / Seed,601 31 600 Potting Soil / Seed,3,601 31 Outside Items,n,,
601 31 910 GC Outside Items,601 31 910 GC Outside Items,3,601 31 Outside Items,n,,
601 33 000 Grocery,601 33 000 Grocery,3,601 33 Grocery,n,,
601 33 01 Cereal,601 33 01 Cereal,3,601 33 Grocery,n,,
601 33 01A Breakfast Pastries,601 33 01A Breakfast Pastries,3,601 33 Grocery,n,,
601 33 03 Coffee,601 33 03 Coffee,3,601 33 Grocery,n,,
601 33 04 Baking Goods,601 33 04 Baking Goods,3,601 33 Grocery,n,,
601 33 04A Cake Mixes,601 33 04A Cake Mixes,3,601 33 Grocery,n,,
601 33 05 Condiments/Pickles,601 33 05 Condiments/Pickles,3,601 33 Grocery,n,,
601 33 06 Canned Fruits/Vegeta,601 33 06 Canned Fruits/Vegeta,3,601 33 Grocery,n,,
601 33 07 Soups,601 33 07 Soups,3,601 33 Grocery,n,,
601 33 07A Microwave Meals,601 33 07A Microwave Meals,3,601 33 Grocery,n,,
601 33 08 Canned Meats,601 33 08 Canned Meats,3,601 33 Grocery,n,,
601 33 10 Syrups,601 33 10 Syrups,3,601 33 Grocery,n,,
601 33 100 Groc/BevEnhance,601 33 100 Groc/BevEnhance,3,601 33 Grocery,n,,
601 33 11 Boxed Pasta,601 33 11 Boxed Pasta,3,601 33 Grocery,n,,
601 33 11A Canned Pasta,601 33 11A Canned Pasta,3,601 33 Grocery,n,,
601 33 12 Pasta Sauce,601 33 12 Pasta Sauce,3,601 33 Grocery,n,,
601 33 13 Beans,601 33 13 Beans,3,601 33 Grocery,n,,
601 33 14 Cooking Oil,601 33 14 Cooking Oil,3,601 33 Grocery,n,,
601 33 15 Rice,601 33 15 Rice,3,601 33 Grocery,n,,
601 33 16 Cooking Spices,601 33 16 Cooking Spices,3,601 33 Grocery,n,,
601 33 17 Ethnic,601 33 17 Ethnic,3,601 33 Grocery,n,,
601 33 18 Taxable Grocery,601 33 18 Taxable Grocery,3,601 33 Grocery,n,,
601 33 500 Hispanic,601 33 500 Hispanic,3,601 33 Grocery,n,,
601 33 850 Dollar Store,601 33 850 Dollar Store,3,601 33 Grocery,n,,
601 33 900 Shippers,601 33 900 Shippers,3,601 33 Grocery,n,,
601 33 910 Rebrand Grocery,601 33 910 Rebrand Grocery,3,601 33 Grocery,n,,
601 34 000 Non-Foods,601 34 000 Non-Foods,3,601 34 Non-Foods,n,,
601 34 003 Playing Cards,601 34 003 Playing Cards,3,601 34 Non-Foods,n,,
601 34 004 Candles/Candleholde,601 34 004 Candles/Candleholde,3,601 34 Non-Foods,n,,
601 34 005 Baby ItemsI/A,601 34 005 Baby ItemsI/A,3,601 34 Non-Foods,n,,
601 34 007 Flowers & Balloons,601 34 007 Flowers & Balloons,3,601 34 Non-Foods,n,,
601 34 008 Greeting Cards,601 34 008 Greeting Cards,3,601 34 Non-Foods,n,,
601 34 012 Knives,601 34 012 Knives,3,601 34 Non-Foods,n,,
601 34 015 Sporting Goods,601 34 015 Sporting Goods,3,601 34 Non-Foods,n,,
601 34 016 Bait & Tackle,601 34 016 Bait & Tackle,3,601 34 Non-Foods,n,,
601 34 020 Prepaid Car Wash To,601 34 020 Prepaid Car Wash To,3,601 34 Non-Foods,n,,
601 34 060 Car Wash Tokens,601 34 060 Car Wash Tokens,3,601 34 Non-Foods,n,,
601 34 1100 Misc Phone Prod,601 34 1100 Misc Phone Prod,3,601 34 Non-Foods,n,,
601 34 1120 Audio Books,601 34 1120 Audio Books,3,601 34 Non-Foods,n,,
601 34 1200 Compact Disc,601 34 1200 Compact Disc,3,601 34 Non-Foods,n,,
601 34 1300 Video Cassettes,601 34 1300 Video Cassettes,3,601 34 Non-Foods,n,,
601 34 1400 Dvd,601 34 1400 Dvd,3,601 34 Non-Foods,n,,
601 34 900 Shippers,601 34 900 Shippers,3,601 34 Non-Foods,n,,
601 34 910 Rebrand Non-Foods,601 34 910 Rebrand Non-Foods,3,601 34 Non-Foods,n,,
601 34A 000 Unclassified Nonta,601 34A 000 Unclassified Nonta,3,601 34A Non-Foods / Non-Tax,n,,
601 34A 001 Envelopes (AM Expr,601 34A 001 Envelopes (AM Expr,3,601 34A Non-Foods / Non-Tax,n,,
601 34A 002 City Stickers/Bags,601 34A 002 City Stickers/Bags,3,601 34A Non-Foods / Non-Tax,n,,
601 34A 003 Toll Pass,601 34A 003 Toll Pass,3,601 34A Non-Foods / Non-Tax,n,,
601 35 000 Fireworks,601 35 000 Fireworks,3,601 35 Fireworks,n,,
601 36 000 BULK PROPANE,601 36 000 BULK PROPANE,3,601 36 BULK PROPANE,n,,
601 37 000 Bulk Water,601 37 000 Bulk Water,3,601 37 Bulk Water,n,,
601 38 000 Checkout Bag Tax,601 38 000 Checkout Bag Tax,3,601 38 Checkout Bag Tax,n,,
601 39 000 Sweetened Bev Tax,601 39 000 Sweetened Bev Tax,3,601 39 Sweetened Beverage Tax,n,,
601 40 000 EM Car Wash GC,601 40 000 EM Car Wash GC,3,601 40 EM Car Wash Gift Card,n,,
601 41 000 Bait & Tackle,601 41 000 Bait & Tackle,3,601 41 Non Inventory Items,n,,
601 41 001 PC&S Store Service,601 41 001 PC&S Store Service,3,601 41 Non Inventory Items,n,,
601 42 000 Franchise Hardware,601 42 000 Franchise Hardware,3,601 42 Franchise Open Dept,n,,
601 42 100 Pet Store,601 42 100 Pet Store,3,601 42 Franchise Open Dept,n,,
601 42 200 Lawn Garden,601 42 200 Lawn Garden,3,601 42 Franchise Open Dept,n,,
601 42 300 Clothing,601 42 300 Clothing,3,601 42 Franchise Open Dept,n,,
601 42 400 Automotive,601 42 400 Automotive,3,601 42 Franchise Open Dept,n,,
702 01 100 MI Won Card,702 01 100 MI Won Card,3,702 01 State Lottery Loyalty,n,,
703 01 000 Sony MGM Dvd i/a,703 01 000 Sony MGM Dvd i/a,3,703 01 Sony Mgm Dvd,n,,
704 C01 000 Gift Cards,704 C01 000 Gift Cards,3,704 C01 Gift/ Gaming/ Music Ca,n,,
704 C01 100 Gaming/Music Cards,704 C01 100 Gaming/Music Cards,3,704 C01 Gift/ Gaming/ Music Ca,n,,
704 C02 000 Prepaid Long Dista,704 C02 000 Prepaid Long Dista,3,704 C02 Prepaid Phone Card,n,,
704 C02 100 Prepaid Wireless,704 C02 100 Prepaid Wireless,3,704 C02 Prepaid Phone Card,n,,
704 C03 000 Gift/Vanilla Visa,704 C03 000 Gift/Vanilla Visa,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 001 Gift/Vanilla Visa,704 C03 001 Gift/Vanilla Visa,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 002 Gift/Vanilla Visa,704 C03 002 Gift/Vanilla Visa,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 003 Gift/Ufan,704 C03 003 Gift/Ufan,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 200 Home Imp No Fees,704 C03 200 Home Imp No Fees,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 400 PayPal MyCash,704 C03 400 PayPal MyCash,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 701 VanillaDirct NoFee,704 C03 701 VanillaDirct NoFee,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 702 VanillaDirct $0.50,704 C03 702 VanillaDirct $0.50,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 703 VanillaDirct $1.00,704 C03 703 VanillaDirct $1.00,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 704 VanillaDirct $1.06,704 C03 704 VanillaDirct $1.06,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 705 VanillaDirct $1.50,704 C03 705 VanillaDirct $1.50,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 706 VanillaDirct $1.95,704 C03 706 VanillaDirct $1.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 707 VanillaDirct $1.99,704 C03 707 VanillaDirct $1.99,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 708 VanillaDirct $2.00,704 C03 708 VanillaDirct $2.00,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 709 VanillaDirct $2.50,704 C03 709 VanillaDirct $2.50,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 710 VanillaDirct $2.95,704 C03 710 VanillaDirct $2.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 711 VanillaDirct $3.95,704 C03 711 VanillaDirct $3.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 712 VanillaDirct $4.75,704 C03 712 VanillaDirct $4.75,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 713 VanillaDirct $4.95,704 C03 713 VanillaDirct $4.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 714 VanillaDirct $5.50,704 C03 714 VanillaDirct $5.50,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 715 VanillaDirct $5.95,704 C03 715 VanillaDirct $5.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 716 VanillaDirct $6.95,704 C03 716 VanillaDirct $6.95,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 717 VanillaDirct $3.00,704 C03 717 VanillaDirct $3.00,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 718 VanillaDirct $4.00,704 C03 718 VanillaDirct $4.00,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 719 VanillaDirct $3.50,704 C03 719 VanillaDirct $3.50,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 720 VanillaDirct $1.75,704 C03 720 VanillaDirct $1.75,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 721 VanillaDirct $1.25,704 C03 721 VanillaDirct $1.25,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 722 VanillaDirct $5.00,704 C03 722 VanillaDirct $5.00,3,704 C03 Incomm Prepaid w/ Fees,n,,
704 C03 723 Wave Transit Rech,704 C03 723 Wave Transit Rech,3,704 C06 TollPass-Incomm/W fe,n,,
704 C04 000 VanillaVisa,704 C04 000 VanillaVisa,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 100 Green Dot,704 C04 100 Green Dot,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 400 PayPal MyCash,704 C04 400 PayPal MyCash,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 500 Sunpass Toll Card,704 C04 500 Sunpass Toll Card,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 600 PA Lottery,704 C04 600 PA Lottery,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 700 Riverlink Start,704 C04 700 Riverlink Start,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C04 701 Riverlink Recharge,704 C04 701 Riverlink Recharge,3,704 C04 Incomm Prepaid w/Fees,n,,
704 C05 000 Harley Davidson,704 C05 000 Harley Davidson,3,704 C05 Harley Davidson,n,,
704 C06 000 TollPas-Incomm/f,704 C06 000 TollPas-Incomm/f,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 001 Toll Starter Kit,704 C06 001 Toll Starter Kit,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 002 VanillaDirct NoFee,704 C06 002 VanillaDirct NoFee,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 003 VanillaDirct $0.50,704 C06 003 VanillaDirct $0.50,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 004 VanillaDirct $1.00,704 C06 004 VanillaDirct $1.00,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 005 VanillaDirct $1.06,704 C06 005 VanillaDirct $1.06,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 006 VanillaDirct $1.50,704 C06 006 VanillaDirct $1.50,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 007 VanillaDirct $1.95,704 C06 007 VanillaDirct $1.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 008 VanillaDirct $1.99,704 C06 008 VanillaDirct $1.99,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 009 VanillaDirct $2.00,704 C06 009 VanillaDirct $2.00,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 010 VanillaDirct $2.50,704 C06 010 VanillaDirct $2.50,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 011 VanillaDirct $2.95,704 C06 011 VanillaDirct $2.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 012 VanillaDirct $3.95,704 C06 012 VanillaDirct $3.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 013 VanillaDirct $4.75,704 C06 013 VanillaDirct $4.75,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 014 VanillaDirct $4.95,704 C06 014 VanillaDirct $4.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 015 VanillaDirct $5.50,704 C06 015 VanillaDirct $5.50,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 016 VanillaDirct $5.95,704 C06 016 VanillaDirct $5.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 017 VanillaDirct $6.95,704 C06 017 VanillaDirct $6.95,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 018 VanillaDirct $3.00,704 C06 018 VanillaDirct $3.00,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 019 VanillaDirct $4.00,704 C06 019 VanillaDirct $4.00,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 020 VanillaDirct $3.50,704 C06 020 VanillaDirct $3.50,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 021 VanillaDirct $1.75,704 C06 021 VanillaDirct $1.75,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 022 VanillaDirct $1.25,704 C06 022 VanillaDirct $1.25,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 023 VanillaDirct $5.00,704 C06 023 VanillaDirct $5.00,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 024 Riverlink Start,704 C06 024 Riverlink Start,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 024 VanillaDirct $3.75,704 C06 024 VanillaDirct $3.75,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 025 Riverlink Recharge,704 C06 025 Riverlink Recharge,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 025 VanillaDirct $1.49,704 C06 025 VanillaDirct $1.49,3,704 C06 TollPass-Incomm/W fe,n,,
704 C06 026 The Wave Transit,704 C06 026 The Wave Transit,3,704 C06 TollPass-Incomm/W fe,n,,
704 C98 000 Incomm Prepaid Fee,704 C98 000 Incomm Prepaid Fee,3,704 C98 Incomm Prepaid Fee,n,,
704 C98 100 Incomm Fee Toll F,704 C98 100 Incomm Fee Toll F,3,704 C98 Incomm Prepaid Fee,n,,
704 D01 000 Incomm Re Green,704 D01 000 Incomm Re Green,3,704 D01 Incomm Swipe Reload,n,,
704 D01 100 Incomm Re Van,704 D01 100 Incomm Re Van,3,704 D01 Incomm Swipe Reload,n,,
704 F02 000 Fast Pin/ AT&T,704 F02 000 Fast Pin/ AT&T,3,704 F02 Fast Pin/ AT&T,n,,
704 F03 000 Fast Pin/ Boost,704 F03 000 Fast Pin/ Boost,3,704 F03 Fast Pin/ Boost,n,,
