36002582,n,OUTDOOR CAP KN400-GREY C,,g,601 21 200 Hats & Caps,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36002582-1,3.99,u,_045727335950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002654,n,6033 LINED GOATSKIN BL ASST,,g,601 21 400 Gloves,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36002654-1,8.95,u,_053300046315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36000468,n,CENEX ASHLESS OIL GALLON,,g,601 20 910 GC Oil,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,36000468-1,14.99,u,_045579905929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001820,n,TOY 6X10U SPIN & STICK DISC,,g,601 22 003 Toys/Plush,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36001820-1,4.29,u,_046354734000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002519,n,DANBANNA SKULL PAISLEY,,g,601 21 200 Hats & Caps,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36002519-1,7.99,u,_736206264198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001968,n,FORD THUNDERBIRD 55 1:36 12PC,,g,601 22 104 Figurines/Knickknac,Count,,M J TOYS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36001968-1,9.99,u,_856224732155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002073,n,NEOPRENE CIG POUCH MIX B,,g,601 22 170 Cigarette Accessori,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36002073-1,5.99,u,_794080242305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002171,n,GPS COBRA UNIT TRUCKER 5IN SCRN,,g,601 22 600 Electronics,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36002171-1,299.99,u,_028377501104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002281,n,VDAY WEINER DOG COMBO FD,,g,601 22 910 GC Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36002281-1,5.00,u,_794080276195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001919,n,KEYCHAIN VOODOO DOLL,,g,601 22 010 Key Chains,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,36001919-1,2.99,u,_722950241059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36006959,n,REALTREE CAMO LEAF HLF MASK,,g,601 18 000 Novelty Lighters,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36006959-1,5.99,u,_039174310257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36007020,n,UH FROGG TOGG DRIDUCKS LARGE,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36007020-1,21.99,u,_647484040308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36007875,n,RUBBER PAIL LIGHT DUTY 8QT,,g,601 23 000 Household~ Paper~ C,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Quart,8,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36007875-1,9.19,u,_084369000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010544,n,CAP VINTAGE DESIGNER FRAYED,,g,601 21 200 Hats & Caps,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010544-1,14.99,u,_672841560755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010587,n,CARHARTT A107 BRWN 32,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010587-1,23.99,u,_035481179945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010630,n,CARHARTT A18-HGY,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010630-1,5.99,u,_035481199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010673,n,CARHARTT A67 MOS XL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010673-1,7.49,u,_035481341434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010716,n,CARHARTT B13 HDK 33X34,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010716-1,26.99,u,_035481212482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010759,n,CARHARTT B151 DKH 33X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010759-1,34.99,u,_035481393167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010802,n,CARHARTT B160 DST 34X36,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010802-1,31.99,u,_035481320644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010845,n,CARHARTT B167 STW 33X32,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010845-1,33.99,u,_035481398896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010888,n,CARHARTT B172 DST 30X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010888-1,44.99,u,_035481381676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010931,n,CARHARTT B18 STW 36X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010931-1,28.99,u,_035481190032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36010974,n,CARHARTT B237 DST 30X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36010974-1,35.99,u,_035481177149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011018,n,CARHARTT B73 DST 30X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011018-1,21.99,u,_035481016011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011061,n,CARHARTT C003 BRWN XXL TALL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011061-1,120.99,u,_035481741494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011104,n,CARHARTT CO3 BRWN 58R,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011104-1,120.99,u,_035481010477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011147,n,CARHARTT J133 XXL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011147-1,109.99,u,_035481194207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011190,n,CARHARTT K121 CHH XXL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011190-1,34.99,u,_035481382840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011233,n,CARHARTT K122 472 SML REG,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011233-1,44.99,u,_035481974991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011276,n,CARHARTT K124 BLK M,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011276-1,32.99,u,_035481178726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011319,n,CARHARTT K128 HGY XXL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011319-1,22.99,u,_035481371356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011362,n,CARHARTT K184 NVY S,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011362-1,44.99,u,_035481351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011405,n,CARHARTT K203 CHN MR,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011405-1,22.99,u,_035481372414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002575,n,LAW ENF CAP DEA,,g,601 21 200 Hats & Caps,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36002575-1,9.99,u,_821949053892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011460,n,CARHARTT K287 CAP XL TALL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011460-1,29.99,u,_035481657214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011482,n,CARHARTT K84 ASH XLG,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011482-1,15.99,u,_035481047350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002984,n,FF BLING BLU ROUND STONE LRG,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36002984-1,19.99,u,_856224280571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011529,n,CARHARTT K87 OLV LR,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011529-1,14.99,u,_035481186547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011572,n,CARHARTT R33 38X30,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011572-1,134.99,u,_035481194320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011615,n,CARHARTT R38 BLK 38X34,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011615-1,117.99,u,_035481264009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011658,n,CARHARTT S163 PRT XL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011658-1,29.99,u,_035481510939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011701,n,CARHARTT S246 LSU 2XL TALL,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011701-1,21.99,u,_035481852107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011744,n,CARHARTT X01 36XREG,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011744-1,134.99,u,_035481088902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011787,n,HD SHIRT HOLLOW FLAMES BLK 2X,,g,601 21 300 T-Shirts,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011787-1,19.99,u,_856224971042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011830,n,IRISH SETTER CROSBY 6IN,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011830-1,164.95,u,_889475372832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011873,n,IRISH SETTER FARMINGTON 8IN,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011873-1,139.95,u,_883444811858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001208,n,ZIPPO GRN MATTE DIGITAL CAMO,,g,601 18 290 Zippo Smoking Acc.,Count,,ZIPPO MFG CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36001208-1,26.95,u,_041689280369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36007970,n,VACCUM CAN/BOTTLE INSULATOR,,g,601 23 475 Household Hardware,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36007970-1,9.99,u,_794080211325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36008074,n,LONG HANDLE SCRAPER W/BRUSH $4.99,,g,601 27 400 Winter General Item,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36008074-1,4.99,u,_794080231811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36008165,n,LEXOL LEATH COND W/SPRAY 16.9z,,g,601 30 004 Pet Supplies,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,FL. Ounce,16.9,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36008165-1,11.49,u,_095668670641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36008293,n,VETERICYN WOUND CARE,,g,601 30 004 Pet Supplies,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36008293-1,34.99,u,_852009002024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36008228,n,PYRANHA FLY AEROSOL EQUINE 15z,,g,601 30 004 Pet Supplies,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume ,FL. Ounce,15,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36008228-1,22.09,u,_791738114564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011945,n,LADIES GLV PNK CAMO STRTCH FLEECE TCH SM,,g,601 21 400 Gloves,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011945-1,15.99,u,_043552005154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003481,n,3-WAY - GAMING TIPS,,g,601 22C 910 GC Phone/Accessori,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36003481-1,24.99,u,_856224050266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36012297,n,WINGSHOOTER 9IN ULTRA DRY,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36012297-1,189.95,u,_883444359503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003748,n,9 LED 50 CALIBER BULLET FLASHLIGHT 18/DP,,g,601 24 100 Flashlights,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36003748-1,7.99,u,_856434011798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36007910,n,HEAT LAMP RED 250W,,g,601 23 475 Household Hardware,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36007910-1,6.99,u,_045923049989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003937,n,TOUCH PEN $4.99,,g,601 26 120 Pens,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36003937-1,4.99,u,_794080285630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36008128,n,OPTI-ZYME PROB SUPPLEMENT 3LB,,g,601 30 001 Dog Food,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,48,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36008128-1,24.79,u,_095668994907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36004100,n,NUTRI SOURCE DOG LAMB 15LB,,g,601 30 001 Dog Food,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,240,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36004100-1,28.99,u,_073893266037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36004260,n,WORMEZE LIQUID CAT AND DOG,,g,601 30 004 Pet Supplies,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36004260-1,8.19,u,_745801105959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36012056,n,RED WING KING TOE 8IN,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36012056-1,189.95,u,_883444375787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36012136,n,ROCKFORD JCKT XLG 308,,g,601 21 000 Clothing,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36012136-1,49.99,u,_886859074658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36004665,n,CAMO CELL CASE SS3,,g,601 22C 910 GC Phone/Accessori,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36004665-1,14.99,u,_794080296636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36012312,n,WINGSHOOTER 9IN ULTRA DRY,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36012312-1,189.95,u,_886882712428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003499,n,50 LBS BLOCK/T. M.,,g,601 30 001 Dog Food,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,0,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36003499-1,7.49,u,_041482410185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003579,n,COW SPLIT LEATHER MITT XL,,g,601 21 400 Gloves,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36003579-1,11.69,u,_731791008202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011916,n,KINCO GLOVE 1917L,,g,601 21 400 Gloves,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011916-1,8.99,u,_035117019171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36011972,n,RED WING BROWN 606 6IN,,g,601 21 930 Truckstop Boots/Foo,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,36011972-1,199.95,u,_000333496471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
