ProductCode,Name,XRefID,Description,Status,SupplierItemGroupName,SupplierPackageUOM,QuantityFactor,AvailabilityStartDate,AvailabilityEndDate,TypeCode,Number,CostLevel,PackageCost,PackageAllowance,CostStartDate,CostEndDate
_765842,,,,,,,,,,u,_023100103631,,,,,
_766378,OZARKA SPRING WATER 24PK .5L,1086662,,a,601 10 000,Each,1.00,,,u,_022592053028,Master,4.61,0.00,1900-01-01,2075-12-31
_767574,HEINZ CAESAR DRESSING POUCH 1.5 OZ,1087022,,a,221 25 101,Case - 60,60.00,,,u,_013000532341,Master,13.87,0.00,1900-01-01,2075-12-31
_768572,MRLBRO SLVR BX,14991,,a,501 01 101,Carton - 10,10.00,,,u,_028200001788,Master,49.54,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,u,_028200004772,North Carolina,51.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,u,_028200117809,South Carolina,52.24,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,u,_028200147707,VA - 1.50,51.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 2.50,52.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 3.00,52.54,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 3.50,53.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 4.00,53.54,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 4.50,54.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 5.00,54.54,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 5.40,54.94,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 7.50,57.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 8.50,58.04,0.00,2018-03-25,2075-12-31
_768572,,,,,,,,,,,,VA - 9.00,58.54,0.00,2018-03-25,2075-12-31
_768770,MRLBRO RED 100,14560,,a,501 01 101,Carton - 10,10.00,,,u,_028200002754,Master,62.97,0.00,1900-01-01,2075-12-31
_768770,,,,,,,,,,u,_028200003676,North Carolina,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,u,_028200127501,South Carolina,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,u,_028200136701,VA - 1.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 2.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 3.00,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 3.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 4.00,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 4.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 5.00,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 5.40,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 7.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 8.50,0.00,0.00,2015-12-17,2075-12-31
_768770,,,,,,,,,,,,VA - 9.00,0.00,0.00,2015-12-17,2075-12-31
_768853,MRLBRO GOLD BX,14101,,a,501 01 101,Carton - 10,10.00,,,u,_028200003843,Master,49.54,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,u,_028200008695,North Carolina,51.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,u,_028200106902,South Carolina,52.24,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,u,_028200138408,VA - 1.50,51.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 2.50,52.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 3.00,52.54,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 3.50,53.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 4.00,53.54,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 4.50,54.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 5.00,54.54,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 5.40,54.94,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 7.50,57.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 8.50,58.04,0.00,2018-03-25,2075-12-31
_768853,,,,,,,,,,,,VA - 9.00,58.54,0.00,2018-03-25,2075-12-31
_769034,B & H BX 100,26187,,a,501 01 000,Carton - 10,10.00,,,u,_028200007223,Master,59.20,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,u,_028200008411,North Carolina,60.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,u,_028200104168,South Carolina,61.90,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,u,_028200172266,VA - 1.50,60.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 2.50,61.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 3.00,62.20,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 3.50,62.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 4.00,63.20,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 4.50,63.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 5.00,64.20,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 5.40,64.60,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 7.50,66.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 8.50,67.70,0.00,2017-09-24,2075-12-31
_769034,,,,,,,,,,,,VA - 9.00,68.20,0.00,2017-09-24,2075-12-31
_769109,B & H DELX BX 100,10118,,a,501 01 119,Carton - 10,10.00,,,u,_028200001108,Master,60.10,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,u,_028200007292,North Carolina,61.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,u,_028200111005,South Carolina,62.80,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,u,_028200172907,VA - 1.50,61.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 2.50,62.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 3.00,63.10,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 3.50,63.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 4.00,64.10,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 4.50,64.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 5.00,65.10,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 5.40,65.50,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 7.50,67.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 8.50,68.60,0.00,2018-03-25,2075-12-31
_769109,,,,,,,,,,,,VA - 9.00,69.10,0.00,2018-03-25,2075-12-31
_769125,VIRG SLM 100,10209,,a,501 01 117,Carton - 10,10.00,,,u,_028200007315,Master,52.34,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,u,_028200008602,North Carolina,53.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,u,_028200106018,South Carolina,55.04,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,u,_028200173102,VA - 1.50,53.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 2.50,54.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 3.00,55.34,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 3.50,55.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 4.00,56.34,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 4.50,56.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 5.00,57.34,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 5.40,57.74,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 7.50,59.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 8.50,60.84,0.00,2017-09-24,2075-12-31
_769125,,,,,,,,,,,,VA - 9.00,61.34,0.00,2017-09-24,2075-12-31
_769174,VIRG SLM GOLD BX 120,10211,,a,501 01 117,Carton - 10,10.00,,,u,_028200001610,Master,53.24,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,u,_028200007353,North Carolina,54.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,u,_028200116109,South Carolina,55.94,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,u,_028200173508,VA - 1.50,54.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 2.50,55.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 3.00,56.24,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 3.50,56.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 4.00,57.24,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 4.50,57.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 5.00,58.24,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 5.40,58.64,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 7.50,60.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 8.50,61.74,0.00,2018-03-25,2075-12-31
_769174,,,,,,,,,,,,VA - 9.00,62.24,0.00,2018-03-25,2075-12-31
_769265,GA PARLMNT WHITE,10096,,a,501 01 000,Carton - 10,10.00,,,u,_028200007834,Master,58.76,0.00,1900-01-01,2075-12-31
_769265,,,,,,,,,,u,_028200178305,North Carolina,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 1.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 2.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 3.00,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 3.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 4.00,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 4.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 5.00,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 5.40,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 7.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 8.50,0.00,0.00,2015-12-17,2075-12-31
_769265,,,,,,,,,,,,VA - 9.00,0.00,0.00,2015-12-17,2075-12-31
_769307,PARLMNT MN WHITE BX 100,10000158,,a,501 01 109,Carton - 10,10.00,,,u,_028200007896,Master,58.76,0.00,1900-01-01,2075-12-31
_769307,,,,,,,,,,u,_028200178909,North Carolina,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 1.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 2.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 3.00,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 3.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 4.00,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 4.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 5.00,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 5.40,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 7.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 8.50,0.00,0.00,2015-12-17,2075-12-31
_769307,,,,,,,,,,,,VA - 9.00,0.00,0.00,2015-12-17,2075-12-31
_769455,MERIT BLUE BX 100,10167,,a,501 01 000,Carton - 10,10.00,,,u,_028200301413,Master,60.10,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,u,_028200301420,North Carolina,61.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,South Carolina,62.80,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 1.50,61.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 2.50,62.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 3.00,63.10,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 3.50,63.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 4.00,64.10,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 4.50,64.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 5.00,65.10,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 5.40,65.50,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 7.50,67.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 8.50,68.60,0.00,2018-03-25,2075-12-31
_769455,,,,,,,,,,,,VA - 9.00,69.10,0.00,2018-03-25,2075-12-31
_769695,BASIC GOLD,15262,,a,501 01 114,Carton - 10,10.00,,,u,_028200006257,Master,48.94,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,u,_028200162502,North Carolina,50.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,u,_028200304117,South Carolina,51.64,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,u,_028200304124,VA - 1.50,50.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 2.50,51.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 3.00,51.94,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 3.50,52.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 4.00,52.94,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 4.50,53.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 5.00,53.94,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 5.40,54.34,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 7.50,56.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 8.50,57.44,0.00,2018-03-25,2075-12-31
_769695,,,,,,,,,,,,VA - 9.00,57.94,0.00,2018-03-25,2075-12-31
_774893,USA GOLD GOLD BX,101544,,a,501 01 116,Carton - 10,10.00,,,u,_090500000174,Master,40.05,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,u,_090500001171,North Carolina,41.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,u,_090600000173,South Carolina,42.75,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,u,_090600301171,VA - 1.50,41.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,u,_090600901173,VA - 2.50,42.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 3.00,43.05,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 3.50,43.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 4.00,44.05,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 4.50,44.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 5.00,45.05,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 5.40,45.45,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 7.50,47.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 8.50,48.55,0.00,2018-03-29,2075-12-31
_774893,,,,,,,,,,,,VA - 9.00,49.05,0.00,2018-03-29,2075-12-31
_774976,USA GOLD RED,101549,,a,501 01 116,Carton - 10,10.00,,,u,_090500000341,Master,40.05,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,u,_090500001348,North Carolina,41.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,u,_090600000340,South Carolina,42.75,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,u,_090600301348,VA - 1.50,41.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 2.50,42.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 3.00,43.05,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 3.50,43.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 4.00,44.05,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 4.50,44.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 5.00,45.05,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 5.40,45.45,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 7.50,47.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 8.50,48.55,0.00,2018-03-29,2075-12-31
_774976,,,,,,,,,,,,VA - 9.00,49.05,0.00,2018-03-29,2075-12-31
_775015,USA GOLD DK GREEN 100,101535,,a,501 01 000,Carton - 10,10.00,,,u,_090600000371,Master,40.05,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,u,_090600301379,North Carolina,41.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,South Carolina,42.75,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 1.50,41.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 2.50,42.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 3.00,43.05,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 3.50,43.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 4.00,44.05,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 4.50,44.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 5.00,45.05,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 5.40,45.45,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 7.50,47.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 8.50,48.55,0.00,2018-03-29,2075-12-31
_775015,,,,,,,,,,,,VA - 9.00,49.05,0.00,2018-03-29,2075-12-31
_775593,HEINZ ITALIAN DRESSING POUCH 1.5 OZ,10192617,,a,221 25 101,Case - 60,60.00,,,u,_013000750103,Master,0.00,0.00,2016-01-18,2075-12-31
_776773,TIDY CAT 3 CAT LITTER  10lb,25422,,a,601 30 003,Each,1.00,,,u,_070230107107,Master,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,North Carolina,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,South Carolina,2.81,0.00,2016-01-20,2075-12-31
_776773,,,,,,,,,,,,VA - 1.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 2.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 3.00,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 3.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 4.00,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 4.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 5.00,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 5.40,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 7.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 8.50,2.81,0.00,2016-01-21,2075-12-31
_776773,,,,,,,,,,,,VA - 9.00,2.81,0.00,2016-01-21,2075-12-31
_777748,TRIDENT MINT BLISS VPAK,1056370,,a,601 02A 127,Box - 12,12.00,,,u,_012546001922,Master,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,u,_012546001939,North Carolina,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,South Carolina,8.06,0.00,2016-01-20,2075-12-31
_777748,,,,,,,,,,,,VA - 1.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 2.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 3.00,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 3.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 4.00,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 4.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 5.00,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 5.40,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 7.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 8.50,8.06,0.00,2016-01-21,2075-12-31
_777748,,,,,,,,,,,,VA - 9.00,8.06,0.00,2016-01-21,2075-12-31
_778399,PALL MALL MN WHITE BX,1051723,,a,501 01 103,Carton - 10,10.00,,,u,_027200347308,Master,45.54,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,u,_027200347315,North Carolina,47.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,South Carolina,48.24,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 1.50,47.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 2.50,48.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 3.00,48.54,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 3.50,49.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 4.00,49.54,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 4.50,50.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 5.00,50.54,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 5.40,50.94,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 7.50,53.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 8.50,54.04,0.00,2018-03-29,2075-12-31
_778399,,,,,,,,,,,,VA - 9.00,54.54,0.00,2018-03-29,2075-12-31
_778944,NESTLE BUTTERFINGER BITES KING,1052959,,a,601 02 230,Case - 12,12.00,,,u,_028000657017,Master,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,u,_028000965853,North Carolina,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,South Carolina,12.74,0.00,2016-01-20,2075-12-31
_778944,,,,,,,,,,,,VA - 1.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 2.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 3.00,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 3.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 4.00,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 4.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 5.00,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 5.40,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 7.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 8.50,12.74,0.00,2016-01-21,2075-12-31
_778944,,,,,,,,,,,,VA - 9.00,12.74,0.00,2016-01-21,2075-12-31
_779843,PAPER BREAD TIES 4IN,x1-1068257,,a,94 01 000,Each,1.00,,,u,_654866016349,Master,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,North Carolina,39.81,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,South Carolina,40.19,0.00,2017-12-07,2075-12-31
_779843,,,,,,,,,,,,VA - 1.50,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 2.50,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 3.00,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 3.50,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 4.00,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 4.50,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 5.00,39.44,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 5.40,39.18,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 7.50,39.44,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 8.50,39.44,0.00,2018-02-01,2075-12-31
_779843,,,,,,,,,,,,VA - 9.00,39.44,0.00,2018-02-01,2075-12-31
_782375,DUKES SHORTY SSG HTCH GRN CHL 5z,1086373,,a,601 04C 250,Each,1.00,,,u,_815800020024,Master,4.47,0.00,1900-01-01,2075-12-31
_782375,,,,,,,,,,,,North Carolina,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,South Carolina,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 1.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 2.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 3.00,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 3.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 4.00,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 4.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 5.00,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 5.40,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 7.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 8.50,4.47,0.00,2018-01-25,2075-12-31
_782375,,,,,,,,,,,,VA - 9.00,4.47,0.00,2018-01-25,2075-12-31
_782391,S/S BLUNT IMPULSE,1064085,,a,601 01 250,Case - 25,25.00,,,u,_025900000097,Master,0.99,0.00,1900-01-01,2075-12-31
_782391,,,,,,,,,,,,North Carolina,0.00,0.00,2015-12-15,2075-12-31
_782391,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-15,2075-12-31
